SAMPLE,190B_grass,47B_grass,11A_grass,16A_grass,57B_grass,196A_grass,132A_grass,190A_grass,11B_grass,132B_grass,173A_grass,178A_grass,36B_grass,141A_grass,64A_grass,175A_grass,174B_grass,47A_grass,141B_grass,57A_grass,64B_grass,198A_grass,36A_grass,18A_grass,16B_grass,174A_grass,84B_grass,14B_grass,27A_grass,87B_grass,215B_grass,168B_grass,87A_grass,108B_grass,84A_grass,215A_grass,18B_grass,196B_grass,168A_grass,173B_grass,153B_grass,175B_grass,14A_grass,118A_grass,178B_grass,27B_grass,118B_grass,198B_grass,108A_grass,153A_grass,2A_grass,194B_grass,79A_grass,61B_grass,2B_grass,110A_grass,79B_grass,33A_grass,110B_grass,48A_grass,88B_grass,130B_grass,88A_grass,152A_grass,139B_grass,131B_grass,33B_grass,61A_grass,158B_grass,152B_grass,162A_grass,163A_grass,139A_grass,130A_grass,164B_grass,58B_grass,131A_grass,105A_grass,158A_grass,105B_grass,106A_grass,189B_grass,48B_grass,189A_grass,203B_grass,163B_grass,170B_grass,207A_grass,164A_grass,203A_grass,53B_grass,194A_grass,58A_grass,193A_grass,170A_grass,106B_grass,207B_grass,53A_grass,162B_grass,193B_grass,51A_grass,97B_grass,42A_grass,56B_grass,160A_grass,100A_grass,1A_grass,90A_grass,78B_grass,56A_grass,83B_grass,211B_grass,28B_grass,211A_grass,6B_grass,1B_grass,37A_grass,24B_grass,83A_grass,39A_grass,24A_grass,172B_grass,37B_grass,45A_grass,78A_grass,28A_grass,70B_grass,67A_grass,160B_grass,65B_grass,65A_grass,149B_grass,90B_grass,67B_grass,122B_grass,52B_grass,70A_grass,22A_grass,39B_grass,59B_grass,187B_grass,97A_grass,22B_grass,172A_grass,125A_grass,176B_grass,80B_grass,60B_grass,60A_grass,6A_grass,143B_grass,125B_grass,101B_grass,149A_grass,59A_grass,114B_grass,76A_grass,29A_grass,155B_grass,143A_grass,80A_grass,201A_grass,114A_grass,32B_grass,42B_grass,191B_grass,76B_grass,201B_grass,62B_grass,185B_grass,183B_grass,185A_grass,204B_grass,62A_grass,104A_grass,177A_grass,122A_grass,51B_grass,187A_grass,204A_grass,95A_grass,191A_grass,183A_grass,177B_grass,104B_grass,101A_grass,45B_grass,127B_grass,52A_grass,102B_grass,29B_grass,32A_grass,95B_grass,126B_grass,102A_grass,126A_grass,127A_grass,100B_grass,176A_grass,155A_grass
DOC,5.04166666666667,4.125,3.2916666666666696,8.25,5.79166666666667,4.875,3.5416666666666696,4.75,5.54166666666667,5.83333333333333,5.29166666666667,5.75,6.20833333333333,4.625,4.79166666666667,7.58333333333333,4.95833333333333,7.20833333333333,4.45833333333333,6.66666666666667,3.5833333333333304,5.16666666666667,4.41666666666667,5.20833333333333,5.25,4.54166666666667,4.83333333333333,5.91666666666667,4.29166666666667,4.66666666666667,3.7083333333333304,4.5,3.9583333333333304,4.41666666666667,4.16666666666667,4.54166666666667,4.625,4.58333333333333,4.125,3.9583333333333304,3.5833333333333304,4.54166666666667,5.20833333333333,4.5,4.41666666666667,4.875,4.25,5.20833333333333,5.16666666666667,5.45833333333333,2.75,2.9166666666666696,2.7916666666666696,3.4583333333333304,3.5,1.625,3.0416666666666696,2.5416666666666696,2.375,2.625,3.3333333333333304,2.7083333333333304,2.875,2.3333333333333304,3.0416666666666696,3.4166666666666696,3.125,2.6666666666666696,3.0,3.625,3.0833333333333304,3.1666666666666696,2.5833333333333304,2.5,2.8333333333333304,3.0833333333333304,3.0416666666666696,2.7083333333333304,2.6666666666666696,3.75,2.9166666666666696,2.7083333333333304,2.3333333333333304,2.9583333333333304,2.5416666666666696,3.0,2.75,3.1666666666666696,3.4166666666666696,3.4583333333333304,3.375,3.0416666666666696,3.3333333333333304,3.2916666666666696,2.7083333333333304,3.5416666666666696,2.0416666666666696,2.7916666666666696,2.5416666666666696,2.8333333333333304,3.0833333333333304,3.75,3.0,3.9166666666666696,3.6666666666666696,4.08333333333333,3.5833333333333304,3.1666666666666696,3.5833333333333304,3.625,3.0833333333333304,4.08333333333333,3.5833333333333304,3.375,3.625,3.7916666666666696,3.0833333333333304,3.5,4.0,3.625,3.8333333333333304,3.75,3.8333333333333304,4.25,3.2083333333333304,3.5416666666666696,2.7916666666666696,2.9583333333333304,3.6666666666666696,3.375,3.5416666666666696,3.5416666666666696,3.4583333333333304,3.5833333333333304,4.04166666666667,3.1666666666666696,3.7083333333333304,3.9583333333333304,2.9166666666666696,2.9583333333333304,3.2916666666666696,4.16666666666667,3.7083333333333304,3.375,2.9166666666666696,3.8333333333333304,3.7916666666666696,3.625,3.5,4.29166666666667,3.5833333333333304,4.91666666666667,3.875,2.9166666666666696,4.5,4.54166666666667,3.9583333333333304,3.7916666666666696,3.625,4.0,3.5833333333333304,3.75,3.0,3.4166666666666696,3.7916666666666696,3.5,3.5,3.3333333333333304,4.25,3.7083333333333304,3.5833333333333304,3.375,3.8333333333333304,3.4583333333333304,3.625,3.7083333333333304,3.625,4.0,4.625,3.5833333333333304,3.25,3.0416666666666696,3.4166666666666696,3.75,3.8333333333333304,3.125,3.1666666666666696,3.125,3.7916666666666696,3.1666666666666696,3.9583333333333304,3.5833333333333304,4.41666666666667,3.7916666666666696,3.625,2.9166666666666696,3.75,3.0416666666666696,3.0416666666666696,4.08333333333333
