Sample,101A_oak,101B_oak,102A_oak,102B_oak,104A_oak,104B_oak,106A_oak,106B_oak,108A_oak,108B_oak,110A_oak,110B_oak,118A_oak,118B_oak,11A_oak,11B_oak,131A_oak,131B_oak,139A_oak,139B_oak,14A_oak,14B_oak,158A_oak,158B_oak,162A_oak,162B_oak,163A_oak,163B_oak,168A_oak,168B_oak,174A_oak,174B_oak,175A_oak,175B_oak,178A_oak,178B_oak,185A_oak,185B_oak,189A_oak,189B_oak,18A_oak,18B_oak,194A_oak,194B_oak,196A_oak,196B_oak,198A_oak,198B_oak,201A_oak,201B_oak,203A_oak,203B_oak,204A_oak,204B_oak,207A_oak,207B_oak,215A_oak,215B_oak,22A_oak,22B_oak,24A_oak,24B_oak,28A_oak,28B_oak,29A_oak,29B_oak,32A_oak,32B_oak,36A_oak,36B_oak,37A_oak,37B_oak,39A_oak,39B_oak,42A_oak,42B_oak,47A_oak,47B_oak,48A_oak,48B_oak,52A_oak,52B_oak,57A_oak,57B_oak,60A_oak,60B_oak,61A_oak,61B_oak,67A_oak,67B_oak,6A_oak,70A_oak,70B_oak,76A_oak,76B_oak,79A_oak,79B_oak,87A_oak,87B_oak
CO2,141.30457619999999,167.49941930000003,128.5760961,126.36244740000002,153.1107027,171.18883380000003,187.9756699,121.5662085,138.3530446,118.98361829999999,193.5097917,189.6359064,150.71258319999998,135.401513,163.81000480000003,153.4796441,159.1982366,161.78082680000003,172.6645996,188.1601406,103.67254809999999,94.81795322,209.37427409999998,197.0147355,164.17894619999998,175.4316605,135.21704219999998,152.188349,151.81940759999998,134.1102179,187.6067285,191.296143,166.5770657,151.0815247,169.713068,118.6146769,160.4895317,169.15965590000002,186.4999041,192.5874381,143.5182249,128.2071547,180.78131159999998,186.1309627,165.47024130000003,155.1398807,123.5953865,101.64337009999998,154.7709392,188.5290821,156.8001172,157.5380001,125.07115230000001,128.5760961,247.9286559,195.72344040000002,192.77190880000003,176.53848490000001,99.79866283,106.99302109999999,155.32435139999998,149.2368174,178.1987214,160.8584732,168.9751851,151.45046609999997,117.87679399999999,137.6151617,166.392595,163.2565926,214.5394545,172.2956582,154.0330563,191.1116723,188.71355280000003,133.7412764,199.4128549,157.9069416,138.72198600000002,139.6443397,165.47024130000003,197.3836769,142.780342,137.430691,142.96481269999998,161.96529750000002,170.81989240000001,170.0820095,203.28674019999997,198.8594428,111.4203186,182.44154809999998,213.0636887,133.92574720000002,181.150253,201.62650359999998,218.7822812,137.9841031,156.9845879
