Sample,105A_grass,105B_grass,106A_grass,106B_grass,108A_grass,108B_grass,110A_grass,110B_grass,118A_grass,118B_grass,11B_grass,130A_grass,130B_grass,131A_grass,131B_grass,132A_grass,132B_grass,139A_grass,139B_grass,141A_grass,141B_grass,14A_grass,14B_grass,152A_grass,152B_grass,153A_grass,158A_grass,158B_grass,162A_grass,162B_grass,163A_grass,163B_grass,164A_grass,164B_grass,168A_grass,168B_grass,16A_grass,16B_grass,170A_grass,170B_grass,173A_grass,173B_grass,174A_grass,174B_grass,175A_grass,175B_grass,178A_grass,178B_grass,189A_grass,189B_grass,18A_grass,18B_grass,190A_grass,190B_grass,193A_grass,193B_grass,194A_grass,194B_grass,196A_grass,196B_grass,198A_grass,198B_grass,203A_grass,203B_grass,207A_grass,207B_grass,215A_grass,215B_grass,27A_grass,27B_grass,33A_grass,33B_grass,36A_grass,36B_grass,47A_grass,47B_grass,48A_grass,48B_grass,53A_grass,53B_grass,57A_grass,57B_grass,58A_grass,58B_grass,61A_grass,61B_grass,64A_grass,64B_grass,79A_grass,79B_grass,84A_grass,84B_grass,87A_grass,87B_grass,88A_grass,88B_grass
DOC,2.708333333,3.75,2.916666667,3.541666667,5.166666667,4.416666667,1.625,2.375,4.5,4.25,5.541666667,2.5,2.708333333,3.041666667,3.416666667,3.541666667,5.833333333,2.583333333,3.041666667,4.625,4.458333333,5.208333333,5.916666667,2.333333333,3.625,5.458333333,2.666666667,3.0,3.083333333,2.541666667,3.166666667,3.0,3.416666667,2.833333333,4.125,4.5,8.25,5.25,2.708333333,2.75,5.291666667,3.958333333,4.541666667,4.958333333,7.583333333,4.541666667,5.75,4.416666667,2.958333333,2.708333333,5.208333333,4.625,4.75,5.041666667,3.291666667,2.833333333,3.041666667,2.916666667,4.875,4.583333333,5.166666667,5.208333333,3.458333333,2.541666667,3.166666667,2.041666667,4.541666667,3.708333333,4.291666667,4.875,2.541666667,3.125,4.416666667,6.208333333,7.208333333,4.125,2.625,2.333333333,2.791666667,3.375,6.666666667,5.791666667,3.333333333,3.083333333,2.666666667,3.458333333,4.791666667,3.583333333,2.791666667,3.041666667,4.166666667,4.833333333,3.958333333,4.666666667,2.875,3.333333333
