SAMPLE,207A_oak,207B_oak,215A_oak,174B_oak,174A_oak,76B_oak,215B_oak,178A_oak,29A_oak,101B_oak,175A_oak,36A_oak,196A_oak,11A_oak,36B_oak,60B_oak,87B_oak,24A_oak,196B_oak,11B_oak,168A_oak,29B_oak,175B_oak,118A_oak,24B_oak,18A_oak,60A_oak,57A_oak,101A_oak,108A_oak,87A_oak,57B_oak,118B_oak,168B_oak,76A_oak,102A_oak,204B_oak,18B_oak,102B_oak,204A_oak,198A_oak,108B_oak,178B_oak,6A_oak,22B_oak,14A_oak,198B_oak,22A_oak,14B_oak,79B_oak,37A_oak,70B_oak,158A_oak,67A_oak,79A_oak,47A_oak,67B_oak,52B_oak,158B_oak,110A_oak,189B_oak,39B_oak,110B_oak,42A_oak,201B_oak,139B_oak,106A_oak,189A_oak,194B_oak,70A_oak,194A_oak,28A_oak,162B_oak,139A_oak,37B_oak,104B_oak,61A_oak,61B_oak,185B_oak,52A_oak,162A_oak,131B_oak,28B_oak,185A_oak,131A_oak,47B_oak,203B_oak,203A_oak,201A_oak,39A_oak,104A_oak,163B_oak,48B_oak,48A_oak,32B_oak,163A_oak,42B_oak,106B_oak,32A_oak,190B_oak,88A_oak,90A_oak,53A_oak,190A_oak,62B_oak,62A_oak,132B_oak,2B_oak,88B_oak,83B_oak,90B_oak,97B_oak,58A_oak,125B_oak,126B_oak,160A_oak,1A_oak,64A_oak,141A_oak,149B_oak,33A_oak,211A_oak,56A_oak,78B_oak,1B_oak,211B_oak,155B_oak,53B_oak,58B_oak,160B_oak,126A_oak,51A_oak,59B_oak,105A_oak,130B_oak,191B_oak,143A_oak,80A_oak,125A_oak,97A_oak,16B_oak,100A_oak,16A_oak,143B_oak,149A_oak,191A_oak,127A_oak,95A_oak,27A_oak,95B_oak,64B_oak,83A_oak,45B_oak,59A_oak,2A_oak,78A_oak,193B_oak,27B_oak,183B_oak,84B_oak,130A_oak,80B_oak,84A_oak,127B_oak,51B_oak,164B_oak,193A_oak,45A_oak,172B_oak,173A_oak,183A_oak,100B_oak,187A_oak,65B_oak,187B_oak,164A_oak,155A_oak,177A_oak,176B_oak,153B_oak,172A_oak,152A_oak,173B_oak,176A_oak,132A_oak,177B_oak,153A_oak,56B_oak,105B_oak,170A_oak,114B_oak,114A_oak,65A_oak,122B_oak,152B_oak,122A_oak,170B_oak
DOC,13.28659413,18.33059732,9.090711496,6.721719512000001,6.280033016,6.6240915320000004,7.854274874,7.475625759,8.535135692,7.542350858,7.6001222639999995,6.1312473370000005,5.933728317999999,6.529356277000001,7.033577822000001,5.426287229,7.000804105,7.319035555,7.371176946,6.474808583,6.80431001,6.5847962220000005,8.653780085,6.167245228,6.125154665,9.116353712999999,9.008911508999999,8.982831718,6.79682233,5.776144637000001,7.490810821,10.0942003,7.890690665,6.843822858999999,6.717368999,6.494220545,6.332827138,8.083017916000001,7.379615769,7.115863234,7.224443357999999,7.244202535,7.848706888,8.541637008,6.984686883999999,8.127912077000001,8.525737357,6.4288417429999996,8.54577321,4.187696135,4.359487661,4.975323137,3.702921188,4.710133247,4.55096606,4.643035408,4.689261842,4.553175126,3.7869987889999996,3.8971185360000002,4.263387614,4.56504559,3.87656953,4.406044229,4.703291752,3.6563575110000004,4.7843917330000005,4.116561547,4.103018588,4.223964868,4.1074494580000005,4.849628305,4.184541043,4.955143351,4.903552524,4.6164522560000005,4.930727991,4.11967764,4.911400778,4.399347828,5.123109702,4.570252033,4.363848337,4.643498879,4.229297401,4.183568033999999,5.1292100210000005,4.23940985,4.615594664,3.0139552530000002,4.175111822,4.646053786,4.431022467,4.767409439,4.422168686,4.1348066889999995,3.4646956330000003,4.728307569,4.336990402,6.882072392,5.634955175,5.0867202769999995,5.17428541,5.225923488,5.847466637999999,5.34874111,6.213895523,6.134747336,4.794403326,5.302012683,5.08381623,5.718987416,4.810466485,5.203108674,5.441683404,5.09260702,6.3669240170000005,5.6953675210000005,6.305167558,4.893109826,6.173613854,5.1069288319999995,6.118322691,5.0735201839999995,5.768259884,4.877981875,4.760634977,4.925505094,6.080714662,4.794144996,5.586900141,5.34015573,5.205437721,6.28386223,5.358882955,5.005018924,5.433948622999999,5.966331469,5.931338278999999,6.218675359,6.834703178,6.0055050979999995,5.898399231,5.864857305,4.816423953,6.613577361,5.113891211,5.99417501,5.514649211,6.44382519,4.784389872,5.847928917999999,5.41260836,5.034457449,5.447631815,4.534452845,4.457105353,6.639180978,6.725922681,5.714689446,4.2846067560000005,6.023665879,6.715603943,5.7525713860000005,5.947840066,5.458570955,5.400973754,7.322210119,5.523966059,5.2496773569999995,6.183596499999999,6.902360571,5.401569841000001,6.731229019,5.3634056039999995,5.420676342999999,5.528641715,4.559068522,4.789391846,4.291634146,4.844418668,5.592114757999999,6.0126790329999995,5.055370161,5.447280279,6.152996536,8.425414767000001,6.252802805,5.849483449,5.195727145,5.28807269,6.4497256389999995,5.888544744,5.046764619,5.882894931,5.3168639330000005,6.542381398
