Sample,100A_pine,100B_pine,100C_pine,101B_pine,101C_pine,103A_pine,103B_pine,103C_pine,104A_pine,104B_pine,104C_pine,105A_pine,105B_pine,105C_pine,106A_pine,106B_pine,106C_pine,109A_pine,109B_pine,109C_pine,110A_pine,110B_pine,110C_pine,111A_pine,111B_pine,111C_pine,113A_pine,113B_pine,113C_pine,114A_pine,114C_pine,115A_pine,115B_pine,115C_pine,116A_pine,116B_pine,116C_pine,117A_pine,117B_pine,117C_pine,118B_pine,118C_pine,120A_pine,120B_pine,120C_pine,121A_pine,121B_pine,121C_pine,122A_pine,122B_pine,122C_pine,12A_pine,12B_pine,12C_pine,130A_pine,130B_pine,130C_pine,131A_pine,131B_pine,131C_pine,133A_pine,133B_pine,133C_pine,134A_pine,134B_pine,134C_pine,135A_pine,135B_pine,135C_pine,136A_pine,136B_pine,136C_pine,137A_pine,137B_pine,137C_pine,138A_pine,138B_pine,138C_pine,139A_pine,139B_pine,139C_pine,141A_pine,141B_pine,141C_pine,142A_pine,142B_pine,142C_pine,151A_pine,151B_pine,151C_pine,152A_pine,152B_pine,152C_pine,155A_pine,155B_pine,155C_pine,156A_pine,156B_pine,156C_pine,157A_pine,157B_pine,157C_pine,159A_pine,159B_pine,159C_pine,160A_pine,160B_pine,160C_pine,161A_pine,161B_pine,161C_pine,162A_pine,162B_pine,162C_pine,165A_pine,165B_pine,165C_pine,166A_pine,166B_pine,166C_pine,169A_pine,169B_pine,169C_pine,170A_pine,170B_pine,170C_pine,174A_pine,174B_pine,174C_pine,175A_pine,175B_pine,175C_pine,177A_pine,177B_pine,177C_pine,178A_pine,178B_pine,178C_pine,179A_pine,179B_pine,179C_pine,180A_pine,180B_pine,180C_pine,181A_pine,181B_pine,181C_pine,183A_pine,183B_pine,183C_pine,184A_pine,184B_pine,184C_pine,185A_pine,185B_pine,185C_pine,187A_pine,187B_pine,187C_pine,188A_pine,188B_pine,188C_pine,189A_pine,189B_pine,189C_pine,18A_pine,18B_pine,18C_pine,191A_pine,191B_pine,191C_pine,192A_pine,192B_pine,192C_pine,194A_pine,194B_pine,194C_pine,195A_pine,195B_pine,195C_pine,196A_pine,196B_pine,197A_pine,197B_pine,197C_pine,198A_pine,198B_pine,198C_pine,199A_pine,199B_pine,199C_pine,19A_pine,19B_pine,19C_pine,200A_pine,200B_pine,200C_pine,201A_pine,201B_pine,201C_pine,202A_pine,202B_pine,202C_pine,203A_pine,203C_pine,204A_pine,204B_pine,204C_pine,205A_pine,205B_pine,205C_pine,206B_pine,206C_pine,207C_pine,208A_pine,208B_pine,208C_pine,209A_pine,209B_pine,209C_pine,210A_pine,210B_pine,210C_pine,213A_pine,213B_pine,213C_pine,215C_pine,216A_pine,216B_pine,218A_pine,218B_pine,218C_pine,21A_pine,21B_pine,21C_pine,22A_pine,22B_pine,22C_pine,25A_pine,25B_pine,25C_pine,26A_pine,26B_pine,26C_pine,28A_pine,28B_pine,28C_pine,29A_pine,29B_pine,29C_pine,31A_pine,31B_pine,31C_pine,32B_pine,32C_pine,34A_pine,34B_pine,34C_pine,35A_pine,35B_pine,37A_pine,37B_pine,37C_pine,38A_pine,38B_pine,38C_pine,41A_pine,41B_pine,41C_pine,42A_pine,42B_pine,42C_pine,43A_pine,43B_pine,43C_pine,44A_pine,44B_pine,44C_pine,46C_pine,48B_pine,49A_pine,49B_pine,49C_pine,51A_pine,51B_pine,51C_pine,52A_pine,52B_pine,52C_pine,54A_pine,54B_pine,54C_pine,56A_pine,56B_pine,56C_pine,57A_pine,57B_pine,57C_pine,59A_pine,59B_pine,59C_pine,64A_pine,64B_pine,64C_pine,6A_pine,6B_pine,6C_pine,70A_pine,70B_pine,70C_pine,72A_pine,72B_pine,72C_pine,77B_pine,77C_pine,78A_pine,78B_pine,78C_pine,79A_pine,79C_pine,80A_pine,80B_pine,80C_pine,81A_pine,81B_pine,82A_pine,82B_pine,82C_pine,83A_pine,83B_pine,83C_pine,85A_pine,85B_pine,85C_pine,88A_pine,88B_pine,88C_pine,89A_pine,89B_pine,89C_pine,8A_pine,8B_pine,8C_pine,90A_pine,90B_pine,90C_pine,91A_pine,91B_pine,91C_pine,92A_pine,92B_pine,92C_pine,96A_pine,96B_pine,96C_pine,97A_pine,97B_pine,97C_pine,98A_pine,98B_pine,98C_pine,99A_pine,99B_pine,99C_pine
DOC,225.0,329.0,260.0,335.0,224.0,201.0,173.0,255.0,99.0,431.0,149.0,230.0,187.0,186.0,120.0,125.0,143.0,135.0,144.0,148.0,129.0,138.0,125.0,336.0,178.0,154.0,206.0,153.0,250.0,198.0,286.0,269.0,198.0,149.0,194.0,172.0,258.0,259.0,260.0,213.0,409.0,288.0,170.0,136.0,127.0,369.0,188.0,165.0,128.0,121.0,140.0,251.0,283.0,183.0,239.0,261.0,255.0,90.0,102.0,85.0,180.0,235.0,246.0,81.0,125.0,83.0,109.0,153.0,125.0,273.0,233.0,207.0,73.0,69.0,109.0,100.0,106.0,83.0,105.0,121.0,131.0,269.0,248.0,232.0,113.0,101.0,100.0,90.0,102.0,93.0,120.0,111.0,97.0,182.0,231.0,127.0,154.0,199.0,216.0,137.0,117.0,102.0,145.0,124.0,157.0,218.0,203.0,220.0,262.0,220.0,195.0,143.0,140.0,138.0,124.0,139.0,145.0,125.0,127.0,129.0,323.0,284.0,327.0,124.0,108.0,107.0,229.0,209.0,225.0,384.0,325.0,261.0,284.0,289.0,270.0,194.0,296.0,320.0,212.0,202.0,243.0,210.0,204.0,218.0,300.0,331.0,306.0,142.0,121.0,114.0,315.0,202.0,272.0,168.0,147.0,152.0,288.0,378.0,312.0,314.0,329.0,242.0,154.0,141.0,147.0,321.0,305.0,305.0,106.0,123.0,106.0,314.0,238.0,347.0,102.0,103.0,85.0,128.0,131.0,124.0,234.0,215.0,279.0,366.0,312.0,290.0,331.0,385.0,145.0,130.0,106.0,123.0,208.0,110.0,137.0,146.0,83.0,88.0,95.0,106.0,134.0,142.0,79.0,134.0,106.0,203.0,258.0,233.0,280.0,239.0,274.0,219.0,237.0,208.0,127.0,127.0,128.0,111.0,91.0,105.0,140.0,130.0,186.0,143.0,124.0,127.0,315.0,182.0,138.0,123.0,116.0,120.0,240.0,238.0,238.0,162.0,233.0,230.0,408.0,161.0,192.0,139.0,141.0,121.0,411.0,160.0,119.0,264.0,193.0,224.0,134.0,309.0,174.0,164.0,138.0,150.0,111.0,123.0,123.0,101.0,138.0,149.0,150.0,223.0,328.0,221.0,194.0,225.0,177.0,128.0,150.0,125.0,160.0,128.0,117.0,196.0,183.0,234.0,192.0,105.0,108.0,129.0,132.0,157.0,117.0,129.0,129.0,110.0,117.0,91.0,86.0,120.0,137.0,138.0,157.0,155.0,157.0,155.0,154.0,146.0,162.0,147.0,140.0,176.0,413.0,305.0,256.0,123.0,148.0,172.0,172.0,211.0,274.0,142.0,143.0,111.0,141.0,118.0,222.0,173.0,201.0,175.0,254.0,235.0,238.0,252.0,177.0,315.0,279.0,225.0,200.0,119.0,166.0,146.0,137.0,136.0,139.0,103.0,90.0,150.0,278.0,273.0,251.0,121.0,135.0,149.0,141.0,132.0,149.0,102.0,118.0,103.0,229.0,222.0,188.0,132.0,128.0,145.0,240.0,345.0,342.0,240.0,147.0,212.0
