Sample,12A_pine,12B_pine,12C_pine,130A_pine,130B_pine,130C_pine,131A_pine,131B_pine,131C_pine,133A_pine,133B_pine,133C_pine,134A_pine,134B_pine,134C_pine,135A_pine,135B_pine,135C_pine,136A_pine,136B_pine,136C_pine,137A_pine,137B_pine,137C_pine,138A_pine,138B_pine,138C_pine,139A_pine,139B_pine,139C_pine,141A_pine,141B_pine,141C_pine,142A_pine,142B_pine,142C_pine,151A_pine,151B_pine,151C_pine,152A_pine,152B_pine,152C_pine,155A_pine,155B_pine,155C_pine,156A_pine,156B_pine,156C_pine,157A_pine,157B_pine,157C_pine,159A_pine,159B_pine,159C_pine,160A_pine,160B_pine,160C_pine,161A_pine,161B_pine,161C_pine,162A_pine,162B_pine,162C_pine,165A_pine,165B_pine,165C_pine,166A_pine,166B_pine,166C_pine,169A_pine,169B_pine,169C_pine,170A_pine,170B_pine,170C_pine,174A_pine,174B_pine,174C_pine,175A_pine,175B_pine,175C_pine,177A_pine,177B_pine,177C_pine,178A_pine,178B_pine,178C_pine,179A_pine,179B_pine,179C_pine,180A_pine,180B_pine,180C_pine,181A_pine,181B_pine,181C_pine,183A_pine,183B_pine,183C_pine,184A_pine,184B_pine,184C_pine,185A_pine,185B_pine,185C_pine,187A_pine,189A_pine,189B_pine,189C_pine,18A_pine,18B_pine,18C_pine,191A_pine,191B_pine,191C_pine,194A_pine,194B_pine,194C_pine,195A_pine,195B_pine,195C_pine,198C_pine,199A_pine,199B_pine,199C_pine,200A_pine,200B_pine,200C_pine,201A_pine,201B_pine,201C_pine,202A_pine,202B_pine,202C_pine,203A_pine,203C_pine,204A_pine,204B_pine,204C_pine,205A_pine,205B_pine,205C_pine,206A_pine,206B_pine,206C_pine,207A_pine,207B_pine,207C_pine,208A_pine,208C_pine,209A_pine,209B_pine,209C_pine,210A_pine,210B_pine,210C_pine,213A_pine,213B_pine,213C_pine,215A_pine,215B_pine,215C_pine,216A_pine,216B_pine,216C_pine,218A_pine,218B_pine,218C_pine,6A_pine,6B_pine,6C_pine,8A_pine,8B_pine,8C_pine
CO2,285.1179543,354.8478888,329.39092860000005,327.62000960000006,286.4461435,340.680537,336.6959693,352.1915103,365.69476749999995,363.92384849999996,352.1915103,342.451456,355.0692536,379.4193895,390.487633,385.39624100000003,415.2804986,382.07576789999996,375.2134569,371.0075244,328.06273930000003,381.1903085,305.92625219999996,328.9481988,354.40515899999997,367.4656864,371.0075244,372.5570785,339.5737126,293.0870897,350.8633211,360.1606457,372.7784433,366.5802269,345.3291993,353.2983347,361.9315646,338.68825319999996,340.9019019,358.1683618,400.6704171,388.0526195,296.40756269999997,338.0241585,301.056225,347.76421289999996,340.9019019,327.62000960000006,332.49003680000004,338.68825319999996,333.1541314,380.0834841,308.8039955,344.4437398,311.9031037,306.8117117,308.1399009,324.0781716,312.7885632,299.94940069999996,349.5351318,371.8929839,381.1903085,306.8117117,368.129781,338.68825319999996,365.9161323,350.4205913,377.42710560000006,267.8514943,276.48472430000004,260.5464536,389.3808087,338.0241585,339.5737126,315.6663065,334.2609557,317.8799552,297.0716573,289.5452517,336.0318747,295.964833,291.5375356,298.3998466,390.7089979,400.891782,384.28941660000004,276.7060892,298.8425763,304.59806299999997,294.6366438,325.84909060000007,340.9019019,304.3766981,315.8876714,288.65979219999997,341.3446316,311.9031037,330.71911780000005,257.8900751,291.5375356,259.882359,336.6959693,328.7268339,333.1541314,288.88115710000005,363.48111869999997,366.3588621,378.0912003,262.7601023,281.5761163,306.5903468,317.8799552,373.8852677,358.1683618,355.0692536,380.30484900000005,363.92384849999996,345.771929,337.13869910000005,312.5671983,269.17968360000003,334.2609557,356.8401726,336.25323960000003,366.1374972,324.96363110000004,177.97735659999998,272.94288639999996,192.5874381,316.3304011,343.7796452,360.8247403,249.2568451,279.5838325,288.65979219999997,264.973751,253.2414128,258.5541697,282.240211,283.7897651,305.7048873,235.31085819999998,305.92625219999996,266.3019402,268.0728592,289.9879815,313.8953876,360.60337539999995,344.2223749,365.4734026,368.3511459,365.0306728,318.98677960000003,329.6122934,335.1464152,354.40515899999997,342.23009110000004,318.98677960000003,311.2390091,265.8592105,237.3031421,263.8669266,298.8425763,311.2390091,331.3832124,344.2223749,348.6496724,210.0752629,211.8461819,266.08057540000004,261.43191310000003,263.202832,259.882359
