Sample,101A_oak,101B_oak,102A_oak,102B_oak,104A_oak,104B_oak,106A_oak,106B_oak,108A_oak,108B_oak,110A_oak,110B_oak,118A_oak,118B_oak,11A_oak,11B_oak,131A_oak,131B_oak,139A_oak,139B_oak,14A_oak,14B_oak,158A_oak,158B_oak,162A_oak,162B_oak,163A_oak,163B_oak,168A_oak,168B_oak,174A_oak,174B_oak,175A_oak,175B_oak,178A_oak,178B_oak,185A_oak,185B_oak,189A_oak,189B_oak,18A_oak,18B_oak,194A_oak,194B_oak,196A_oak,196B_oak,198A_oak,198B_oak,201A_oak,201B_oak,203A_oak,203B_oak,204A_oak,204B_oak,207A_oak,207B_oak,215A_oak,215B_oak,22A_oak,22B_oak,24A_oak,24B_oak,28A_oak,28B_oak,29A_oak,29B_oak,32A_oak,32B_oak,36A_oak,36B_oak,37A_oak,37B_oak,39A_oak,39B_oak,42A_oak,42B_oak,47A_oak,47B_oak,48A_oak,48B_oak,52A_oak,52B_oak,57A_oak,57B_oak,60A_oak,60B_oak,61A_oak,61B_oak,67A_oak,67B_oak,6A_oak,70A_oak,70B_oak,76A_oak,76B_oak,79A_oak,79B_oak,87A_oak,87B_oak
DOC,7.542350858,6.79682233,7.379615769,6.494220545,4.6164522560000005,4.175111822,4.728307569,4.7843917330000005,7.244202535,5.776144637000001,3.87656953,3.8971185360000002,7.890690665,6.167245228,6.529356277000001,6.474808583,4.570252033,4.229297401,3.6563575110000004,4.955143351,8.127912077000001,8.54577321,3.702921188,3.7869987889999996,5.123109702,4.184541043,4.1348066889999995,4.646053786,6.80431001,6.843822858999999,6.280033016,6.721719512000001,7.6001222639999995,8.653780085,7.475625759,7.848706888,4.643498879,4.911400778,4.116561547,4.263387614,9.116353712999999,8.083017916000001,4.1074494580000005,4.103018588,5.933728317999999,7.371176946,7.224443357999999,8.525737357,4.615594664,4.703291752,4.23940985,5.1292100210000005,7.115863234,6.332827138,13.28659413,18.33059732,9.090711496,7.854274874,6.4288417429999996,6.984686883999999,7.319035555,6.125154665,4.849628305,4.363848337,8.535135692,6.5847962220000005,4.336990402,4.422168686,7.033577822000001,6.1312473370000005,4.903552524,4.359487661,4.56504559,3.0139552530000002,3.4646956330000003,4.406044229,4.183568033999999,4.643035408,4.431022467,4.767409439,4.553175126,4.399347828,10.0942003,8.982831718,5.426287229,9.008911508999999,4.11967764,4.930727991,4.689261842,4.710133247,8.541637008,4.975323137,4.223964868,6.6240915320000004,6.717368999,4.187696135,4.55096606,7.000804105,7.490810821
