SAMPLE,100A_pine,100B_pine,100C_pine,101B_pine,101C_pine,103A_pine,103B_pine,103C_pine,104C_pine,105A_pine,105B_pine,105C_pine,106A_pine,106B_pine,106C_pine,109A_pine,109C_pine,110A_pine,110B_pine,111A_pine,111B_pine,111C_pine,113A_pine,113B_pine,113C_pine,115C_pine,116A_pine,116C_pine,117A_pine,117B_pine,117C_pine,118B_pine,118C_pine,12A_pine,12B_pine,12C_pine,120A_pine,120B_pine,120C_pine,121B_pine,121C_pine,122A_pine,122B_pine,122C_pine,130A_pine,130B_pine,130C_pine,131A_pine,131B_pine,131C_pine,133A_pine,133B_pine,133C_pine,134A_pine,134B_pine,134C_pine,135A_pine,135C_pine,136A_pine,136B_pine,136C_pine,137A_pine,137B_pine,137C_pine,138A_pine,138B_pine,138C_pine,139B_pine,139C_pine,141A_pine,141B_pine,141C_pine,142A_pine,142B_pine,142C_pine,151A_pine,151B_pine,152A_pine,152B_pine,152C_pine,155A_pine,155B_pine,155C_pine,156A_pine,156B_pine,156C_pine,157A_pine,157B_pine,157C_pine,159A_pine,159C_pine,160A_pine,160B_pine,160C_pine,161A_pine,161B_pine,161C_pine,162A_pine,162B_pine,162C_pine,165A_pine,165B_pine,165C_pine,166B_pine,166C_pine,169A_pine,169B_pine,169C_pine,170A_pine,170B_pine,170C_pine,174A_pine,174B_pine,174C_pine,175A_pine,175B_pine,175C_pine,177A_pine,177B_pine,177C_pine,178A_pine,178B_pine,178C_pine,179A_pine,179B_pine,179C_pine,18A_pine,18B_pine,18C_pine,180A_pine,180C_pine,181A_pine,181B_pine,181C_pine,183A_pine,183B_pine,184A_pine,184B_pine,184C_pine,185A_pine,185B_pine,185C_pine,189A_pine,189B_pine,189C_pine,19A_pine,19B_pine,19C_pine,191A_pine,191B_pine,191C_pine,194A_pine,194B_pine,194C_pine,195A_pine,195B_pine,195C_pine,198C_pine,199A_pine,199B_pine,199C_pine,200A_pine,200B_pine,200C_pine,201A_pine,201B_pine,201C_pine,202A_pine,202B_pine,202C_pine,203A_pine,203B_pine,203C_pine,204A_pine,204B_pine,204C_pine,205A_pine,205B_pine,205C_pine,206B_pine,206C_pine,207A_pine,207B_pine,207C_pine,208A_pine,208C_pine,209A_pine,209B_pine,209C_pine,21A_pine,21B_pine,21C_pine,210A_pine,210B_pine,210C_pine,213A_pine,213B_pine,213C_pine,215A_pine,215B_pine,216A_pine,216B_pine,216C_pine,218A_pine,218B_pine,218C_pine,22A_pine,22B_pine,22C_pine,25A_pine,25B_pine,25C_pine,26A_pine,26B_pine,26C_pine,28A_pine,28B_pine,29A_pine,29C_pine,31A_pine,31B_pine,32A_pine,32B_pine,32C_pine,34B_pine,35B_pine,37B_pine,38A_pine,38C_pine,41A_pine,42B_pine,44A_pine,44B_pine,46A_pine,46C_pine,48B_pine,49B_pine,51A_pine,51B_pine,51C_pine,52A_pine,52C_pine,54A_pine,54B_pine,54C_pine,56A_pine,56B_pine,57A_pine,57B_pine,57C_pine,59A_pine,59C_pine,6A_pine,6B_pine,6C_pine,64A_pine,64B_pine,64C_pine,70A_pine,70B_pine,72B_pine,72C_pine,77A_pine,77B_pine,77C_pine,78A_pine,78B_pine,78C_pine,79A_pine,79C_pine,8A_pine,8B_pine,8C_pine,80A_pine,80B_pine,80C_pine,81A_pine,81B_pine,82A_pine,82C_pine,83A_pine,83C_pine,85A_pine,85B_pine,85C_pine,88A_pine,88B_pine,89A_pine,89B_pine,89C_pine,90A_pine,90B_pine,90C_pine,91A_pine,91B_pine,91C_pine,92A_pine,92B_pine,96A_pine,96B_pine,97A_pine,97B_pine,97C_pine,98A_pine,98B_pine,99A_pine,99B_pine,99C_pine
DOC,9.375,13.71,10.835,13.96,9.335,8.375,7.21,10.625,6.21,9.585,7.79,7.75,5.0,5.21,5.96,5.625,6.165,5.375,5.75,14.0,7.415,6.415,8.585,6.375,10.415,6.21,8.085,10.75,10.79,10.835,8.875,17.04,12.0,10.46,11.79,7.625,7.085,5.665,5.29,7.835,6.875,5.335,5.04,5.835,9.96,10.875,10.625,3.75,4.25,3.54,7.5,9.79,10.25,3.375,5.21,3.46,4.54,5.21,11.375,9.71,8.625,3.04,2.875,4.54,4.165,4.415,3.46,5.04,5.46,11.21,10.335,9.665,4.71,4.21,4.165,3.75,4.25,5.0,4.625,4.04,9.25,10.835,11.375,9.46,10.125,10.75,5.71,4.875,4.25,6.04,6.54,9.085,8.46,9.165,10.915,9.165,8.125,5.96,5.835,5.75,5.165,5.79,6.04,5.29,5.375,13.46,11.835,13.625,5.165,4.5,4.46,9.54,8.71,9.375,16.0,13.54,10.875,11.835,12.04,11.25,8.085,12.335,13.335,8.835,8.415,10.125,13.375,12.71,12.71,8.75,9.085,12.5,13.79,12.75,5.915,5.04,13.125,8.415,11.335,7.0,6.125,6.335,6.415,5.875,6.125,5.125,8.665,4.585,4.415,5.125,4.415,4.25,4.29,3.54,5.335,5.46,5.165,16.04,6.04,5.415,4.415,5.71,6.085,3.46,3.665,3.96,4.415,5.585,5.915,3.29,5.585,4.415,4.415,8.46,10.75,9.71,11.665,9.96,11.415,9.125,9.875,12.5,10.71,8.665,5.29,5.335,4.625,3.79,4.375,10.0,9.915,9.915,5.835,5.415,7.75,5.96,5.165,5.29,13.75,17.665,7.585,5.75,6.335,5.125,4.835,5.0,6.75,9.71,9.585,17.0,6.71,8.0,5.79,5.875,5.04,17.125,6.665,11.0,9.335,5.585,12.875,4.915,6.835,5.75,4.625,4.21,6.21,9.29,9.21,8.085,6.25,8.165,7.625,6.5,8.0,4.375,5.375,6.54,4.875,5.375,5.375,4.875,3.79,3.585,5.0,5.71,5.75,6.46,6.54,6.46,6.415,6.75,17.21,12.71,10.665,6.125,5.835,7.335,5.125,6.165,8.79,11.415,6.835,5.915,5.96,4.625,5.875,4.915,9.25,7.21,11.585,11.375,10.46,8.375,7.29,10.585,9.79,9.915,10.5,13.125,11.625,8.335,4.96,6.915,6.085,5.71,5.665,4.29,3.75,6.25,5.04,5.625,6.21,5.875,5.5,6.21,4.25,4.915,9.54,9.25,5.5,5.335,6.04,10.0,14.375,10.0,6.125,8.835
